Show Number, Air Date, Round, Category, Value, Question, Answer,contestant_names,contestant_locations
3056,1997-12-08,Final Jeopardy!,ACTORS & THEIR ROLES,None,"Name shared by characters that Derek Jacobi played in a PBS miniseries & in Kenneth Branagh's film of ""Hamlet""",Claudius,"Michael Noonan, Marilyn Cuca, Ron Seide","Washington D.C., Illinois, California"
6223,2011-10-12,Final Jeopardy!,ART & STATE CAPITALS,None,"The Georgia O'Keeffe Museum, home to the largest permanent collection of her works, is in this state capital",Santa Fe,"Leigh Wishner, Katie Proctor, Joon Pahk","New York, North Carolina, Massachusetts"
4313,2003-05-07,Final Jeopardy!,FAMOUS ESTATES,None,"After the U.S. government declined to buy this estate & tomb, a ladies association bought it for $200,000 in 1858",Mount Vernon,"Mark Lee, Travis Troyer, Jill Bunzendahl Chimka","Illinois, Maryland, Washington D.C."
2927,1997-04-29,Final Jeopardy!,U.S. PRESIDENTS,None,His half-brother Lawrence served in the British navy under Admiral Edward Vernon,George Washington,"Patrick Duffy, Sharon Lawrence, Chris Hardwick","an actor from , an actress from , a television personality from "
3671,2000-07-17,Final Jeopardy!,THE MOVIES,None,1937 film whose 1954 & 1976 musical remakes each produced soundtracks that hit No. 1,A Star is Born,"Nicole Burnham Onsi, Chris Coad, Tad Carithers","Massachusetts, New Jersey, Georgia"
3618,2000-05-03,Final Jeopardy!,FAMOUS RELATIVES,None,Around 1780 this grandfather of Charles Darwin invented a pyrometer to measure high heat in his kilns,Josiah Wedgwood,"Franklin Oliver, Meg Sullivan, Dan Felsenheld","Indiana, Massachusetts, Virginia"
5046,2006-07-17,Final Jeopardy!,VARIETY HEADLINES,None,"The Variety headline when this couple married June 29, 1956 read, ""Egghead Weds Hourglass""",Arthur Miller & Marilyn Monroe,"Scott Ahearn, Jennifer Laam, Bruce Lin","New York, California, Canada"
3926,2001-10-01,Final Jeopardy!,WORLD LEADERS,None,"In April 2001 Kevin Costner screened his flim ""Thirteen Days"" for this man, a key player in the events portrayed",Fidel Castro,"Janna Marshall, Damian Kokinda, Rohan Virginkar","Wisconsin, Washington D.C., California"
4597,2004-09-07,Final Jeopardy!,WAR MOVIES,None,A controversial 1979 war film was based on a 1902 work by this author,Joseph Conrad,"Rich Hartz, Bob Watts, Ken Jennings","Alabama, North Carolina, Utah"
6175,2011-06-17,Final Jeopardy!,MEDICAL HISTORY,None,"In December 1967 Louis Washkansky, a patient in this country claimed, ""I am a new Frankenstein""",South Africa,"Danielle Harlow, Steve Sobelman, Stewart Tuttle","Ohio, California, Virginia"
4982,2006-04-18,Final Jeopardy!,AMERICAN POLITICIANS,None,"In 2005 he took his first submarine dive since he left the Navy in 1953, on a new nuclear vessel that's named for him",Jimmy Carter,"Melissa Garber, Luis Sandoval, Bob Mesko","Florida, California, Colorado"
5647,2009-03-10,Final Jeopardy!,WHAT HAPPENS IN VEGAS,None,Much of this 2001 movie remake was filmed at the Bellagio hotel in Las Vegas,Ocean's Eleven,"Elizabeth Perkins, Tom Bergeron, Aisha Tyler","an actress from , an Emmy Award-winning host from , host and actress from "
3498,1999-11-17,Final Jeopardy!,MODERN MARRIAGE,None,He's the only president of the United States who had been divorced,Ronald Reagan,"Michael Boatman, Shawn Colvin, Jon Stewart"," from , Illinois,  from "
4082,2002-05-07,Final Jeopardy!,THE OSCARS,None,The 2 Best Picture nominees for 1983 that featured astronaut characters,The Right Stuff & Terms of Endearment,"Babu Srinivasan, India Cooper, Robin Carroll","Texas, New York, Georgia"
3057,1997-12-09,Final Jeopardy!,16th CENTURY EXPLORERS,None,"He was buried under a stone that read ""Beneath this stone repose the bones of the valiant lion...""",Ponce de Leon,"Glenda Kendrick, Tim McMullen, Michael Noonan","South Dakota, Pennsylvania, Washington D.C."
5508,2008-07-16,Final Jeopardy!,RECENT HISTORY,None,"In 1986 & again in 2001, people power protests in this nation pushed out male presidents & replaced them with females",the Philippines,"Tim Mueting, Caitlin Dudek, Gail Sneyers","Nebraska, Virginia, South Carolina"
2623,1996-01-17,Final Jeopardy!,THE CALENDAR,None,The next year that will be written in only 4 Roman numerals,2002 (MMII),"Donna Christie, Debby Herzberg Loomis, Bill Dickenson","New Jersey, Texas, Texas"
4702,2005-02-01,Final Jeopardy!,19th CENTURY LITERATURE,None,"""The Pastor and His Parishioner"" is Chapter 17 of this classic novel",The Scarlet Letter,"Anne Shivers, Wes Kovarik, Amy Fletcher","Illinois, California, Ohio"
4228,2003-01-08,Final Jeopardy!,U.S. PRESIDENTS,None,He was the first president to use a middle name,John Quincy Adams,"Ian Manka, Nina Garcia, Jacob Collins","Ohio, Virginia, North Carolina"
3379,1999-04-22,Final Jeopardy!,THE ENVIRONMENT,None,"Samples from a Swiss bog show the highest levels of this element in the past 14,000 years were from 1975 to 1982",Lead,"Tony Mangaser, Louise Cornish, Edgar Smith, Jr.","New York, Ontario, Texas"
5447,2008-04-22,Final Jeopardy!,POETS,None,"This poet wrote, ""I love thee freely, as men strive for right; I love thee purely, as they turn from praise""",Elizabeth Barrett Browning,"Bill Frank, Katherine Duke, Brett Kirwan","Arizona, New York, Ohio"
4212,2002-12-17,Final Jeopardy!,SCIENCE,None,"It takes approximately 24,840 MPH to achieve this","escaping the Earth's gravity (and go off into outer space, on your way to the moon, for instance)","Tom Lundregan, Catherine Pritchard, Elizabeth Baxter","Virginia, North Carolina, Oklahoma"
3392,1999-05-11,Final Jeopardy!,MONEY,None,"The first of a series of 50 new U.S. quarters, released in January 1999, honored this state",Delaware,"Meg Audette, Carolyn Cracraft, Jason McClellan","Florida, California, Texas"
5915,2010-05-07,Final Jeopardy!,MIDDLE EAST COUNTRIES,None,"In 1949 this kingdom dropped the word ""Trans"" from the beginning of its name",Jordan,"Jane Curtin, Cheech Marin, Michael McKean","an actress from , writer and musician from , Oscar nominee and multi-talented performer from "
5961,2010-07-12,Final Jeopardy!,ACTORS,None,"With 5 each, these 2 men have the most acting Oscar nominations among African-American performers",Morgan Freeman & Denzel Washington,"Saad Hasan, Barbara Gayle, Aaron Wicks","Tennessee, California, New York"
3168,1998-05-13,Final Jeopardy!,MUSICAL INNOVATORS,None,"Alphabetically, he's the last individual member of the Rock and Roll Hall of Fame",Frank Zappa,"Shane Underwood, Cathy Landers, Bryan Stofferahn","Alabama, California, Iowa"
4770,2005-05-06,Final Jeopardy!,FICTIONAL ANIMALS,None,"The name of this character, introduced in 1894, is from the Hindi for ""bear""",Baloo,"Jonathan Groff, Ed Schiffer, April McManus","California, California, England"
4704,2005-02-03,Final Jeopardy!,BIBLICAL NAMES,None,"This biblical figure's name comes from the Hebrew word meaning ""to be drawn"" from the water",Moses,"Caitlin Cook, Peter Severson, Michael Braun","North Carolina, South Dakota, Maryland"
3184,1998-06-04,Final Jeopardy!,1998 BESTSELLERS,None,"35 years after her death, she's the subject of a new collection of poems by her husband",Sylvia Plath (husband is Ted Hughes),"Dan Emberley, Joe Mecca, Pam Tyler","Washington D.C., New York, North Carolina"
5158,2007-01-31,Final Jeopardy!,BRITISH ROYAL NAMES,None,Thomas Malory's posthumous 1485 bestseller inspired this first name of a prince born in 1486,Arthur,"Katie McArthur, Nate Metcalf, Cindi Winstead","Washington, Minnesota, Georgia"
3680,2000-09-08,Final Jeopardy!,FINAL RESTING PLACES,None,"The monument on his grave in Woodlawn Cemetery, Elmira, N.Y. is 12' high; in water depth that's 2 fathoms",Mark Twain,"Carol Vincent, Patrick Burns, Michel Phillips","Virginia, Rhode Island, Georgia"
5936,2010-06-07,Final Jeopardy!,METEOROLOGY,None,Low- & high-pressure systems & tropical moisture set the stage for a 1991 nor'easter nicknamed these 2 words,"\""Perfect Storm\""","Joshua Weiss, Becky Henderson, J.R. Lind","Illinois, Kansas, Tennessee"
4234,2003-01-16,Final Jeopardy!,ELEGANT WORDS,None,It may come from a ship travel acronym for port windows on the outward journey & starboard coming home,"posh (portside out, starboard home)","Sarah Mauldin, Jonathan Moore, Boyd Morrison","Texas, California, Washington"
2633,1996-01-31,Final Jeopardy!,U.S.A.,None,The new $92 million Rock and Roll Hall of Fame stands on the shores of this lake,Lake Erie,"Michelle Roberts, Mike McCarthy, Bill Sloan","Washington, Virginia, California"
2823,1996-12-04,Final Jeopardy!,BASEBALL,None,"The best American League lefthanded pitcher 1916-18, he was moved to left field in 1919",Babe Ruth,"Tim Lorch, Curtis Scott, Gay Mollette","New York, Pennsylvania, Michigan"
6114,2011-03-24,Final Jeopardy!,19th CENTURY LITERATURE,None,Armor-clad knights face off in a game of baseball in an 1889 work by this author,Mark Twain,"Connie McClung, Michael Brown, Megan Barnes","Georgia, New York, Maryland"
4352,2003-07-01,Final Jeopardy!,THE MOVIES,None,"(Alex)  Parts of this 1985 movie were filmed right here in Karen, a suburb of Nairobi",Out of Africa,"Tom Guymon, Debbie Lerner, Matt McPherson","California, Massachusetts, California"
3629,2000-05-18,Final Jeopardy!,CHIEF JUSTICES OF THE U.S.,None,He administered the presidential oath of office more times than any other chief justice -- 9 times,John Marshall,"Steve Fried, Jeremy Bate, Robin Carroll","Arizona, California, Georgia"
3278,1998-12-02,Final Jeopardy!,BRITISH POETS,None,"Spurned in love, he joined the Light Dragoons in 1793 under the alias Silas Tomkyn Comberbache",Samuel Taylor Coleridge,"Rebecca Reis, Alan Bone, Andrew Maly","California, Nebraska, Maryland"
3186,1998-06-08,Final Jeopardy!,OLYMPIC TEAMS,None,"Formed in 1988 & subject of a 1993 film, this team had its first sponsor, Red Stripe Lager, for the Nagano games",Jamaican Bobsled Team,"Christi Gowen Roberts, Roger Brown, Joe Mecca","Maine, New Jersey, New York"
5090,2006-10-27,Final Jeopardy!,NAMES ON THE MAP,None,"2 new place names on the map in 1924, both honoring the same man, were Ulyanovsk & this",Leningrad,"Joan Nelson, Gillian Chan, Chris Mazurek","Virginia, Canada, Missouri"
3499,1999-11-18,Final Jeopardy!,MANHATTAN LANDMARKS,None,"Appropriately, this hotel on West 44th Street has a Round Table Suite",the Algonquin,"James McDaniel, Meredith Vieira, Nathan Lane"," from ,  from ,  from the Broadway play "
4861,2005-10-31,Final Jeopardy!,20th CENTURY REPUBLICANS,None,"Never president, he was the youngest man ever to receive the Republican presidential nomination",(Thomas) Dewey,"Steve Ostini, Maria Wenglinsky, Joey Bland","California, Utah, Illinois"
4758,2005-04-20,Final Jeopardy!,LITERARY INSPIRATIONS,None,"This real man inspired a 1719 novel character & a poem that says, ""I am monarch of all I survey""",Alexander Selkirk,"Brian Moore, Vinita Kailasanath, Mark Eckard","Texas, California, Massachusetts"
4953,2006-03-08,Final Jeopardy!,SHAKESPEARE,None,"Oddly enough, this 3-word phrase is the only Latin phrase spoken in the play ""Julius Caesar""","\""Et tu, Brute?\""","Randy Logan, Erin Glover, Alicia Aho","Texas, New York, Washington"
3590,2000-03-24,Final Jeopardy!,FUN WITH FIRST FAMILIES,None,"If the mother of the 35th president married the father of the 41st, she would have been named this",Rose Bush,"Bryan Marcus, Cecelia Raxter, Donna Malcomb","Alabama, Georgia, Georgia"
5929,2010-05-27,Final Jeopardy!,COLONIAL AFRICA,None,In 1945 Africa had only 4 independent countries; these 2 started with the same first letter,Egypt & Ethiopia,"Nancy Williams, Bill Benison, Tom LaPorta","Illinois, Connecticut, Florida"
4882,2005-11-29,Final Jeopardy!,SPORTS HISTORY,None,"In a famous incident, it's the school at which William Webb Ellis disregarded the rules in 1823",Rugby,"Deena Banks, Kelly Croissant, Vik Vaz","California, South Dakota, Texas"
1296,1990-04-02,Final Jeopardy!,ACTORS & THEIR ROLES,None,This actor won a 1952 Tony and a 1956 Oscar for playing the same ruler,"Yul Brynner (\""The King & I\"")","Mark Hinckley, Joel Goldberg, Dan Ritey","Maryland, New Jersey, California"
5211,2007-04-16,Final Jeopardy!,BEST PICTURE OSCAR WINNERS,None,"Following ""Gone with the Wind"", it would be another 12 years before a color film won again: this foreign-set musical",An American in Paris,"Tricia McKinney, Ryan Hall, Gin Peck","New Jersey, Pennsylvania, New York"
3317,1999-01-26,Final Jeopardy!,BROADWAY MUSICALS,None,This musical that premiered in 1975 & was revived in 1996 is set in part in the Cook County Jail,Chicago,"Alex Huemer, Tonya Duus, Zach Biggs","California, Ohio, Oregon"
3295,1998-12-25,Final Jeopardy!,NAME'S THE SAME,None,"Name shared by any Englishman & a composer credited with England's national anthem ""God Save The Queen""",John Bull,"Will Thompson, Scott Speer, Dave Argentar","Tennessee, South Carolina, Illinois"
5254,2007-06-14,Final Jeopardy!,FICTION,None,"This 1953 novel contains the famous recipe 3 measures of Gordon's, 1 of vodka; shake it until it's ice-cold",Casino Royale,"Ronni Stolzenberg, Heather Williams, Jared Cohen","New York, South Carolina, Pennsylvania"
5916,2010-05-10,Final Jeopardy!,ENGLISH LITERARY HISTORY,None,"Immediately before the Caroline era came this one, also from the monarch's Latin name",Jacobean,"Patrick Tucker, Liz Murphy, Ryan Chaffee","Missouri, Pennsylvania, California"
3011,1997-10-06,Final Jeopardy!,TELEVISION,None,"In reviewing this May 1997 4-hour miniseries, TV Guide said NBC didn't ""quite hit a Homer""",The Odyssey,"Ron Gordon, James Fraleigh, Kate Rogers","Georgia, New Jersey, Washington"
4938,2006-02-15,Final Jeopardy!,LITERARY ANIMALS,None,"In an 1877 novel, he tells us that he was originally called Darkie, & later, Old Crony",Black Beauty,"Joseph Graumann, Papa Chakravarthy, David Hoffelmeyer","New Jersey, Kentucky, Missouri"
6217,2011-10-04,Final Jeopardy!,EUROPEAN TRAVEL & TOURISM,None,"Visited by 15 million people a year, this spot in Britain honors an 1805 battle fought elsewhere",Trafalgar Square,"Megan Johnson, Elaine Ricci, Joon Pahk","Ohio, Texas, Massachusetts"
5024,2006-06-15,Final Jeopardy!,THE OSCARS,None,2 of the 3 Westerns to win the Oscar for Best Picture,"(2 of) Cimarron, Unforgiven, & Dances with Wolves","Maggie Parcells, Doug O'Brien, Craig Westphal","California, Illinois, Arizona"
4302,2003-04-22,Final Jeopardy!,MUSICALS,None,The 2 longest-running musicals in Broadway history; Cameron Mackintosh produced both of them,Cats & Les Miserables,"Robin Alvares, Matt Caruso, Sarah Conrad","Pennsylvania, California, South Carolina"
5064,2006-09-21,Final Jeopardy!,WORD ORIGINS,None,"Appropriately, this word comes from Greek words meaning ""sharp"" & ""dull""",oxymoron,"Cathleen Charleson, Nick Calton, Sara Terrell","Tennessee, New York, Connecticut"
5424,2008-03-20,Final Jeopardy!,PLAGUES & PESTILENCE,None,"Having first escaped from a South American research lab in 1957, they became a threat to the U.S. in 1990",killer bees,"Lisa Schumaker, John Martellaro, Kristina Caffrey","Maryland, Kansas, New Mexico"
3747,2000-12-12,Final Jeopardy!,AMERICAN SPORTS,None,"Called ""Little Brother of War"", it's the oldest team sport known to have been played in what's now the U.S.",Lacrosse,"Bruce Pickett, Tanya Wade, Cason Butterworth","Massachusetts, Florida, Alabama"
5434,2008-04-03,Final Jeopardy!,SPORTS FIRSTS,None,The first baseball World Series game played outside the U.S. was played in this city in 1992,Toronto,"Rich House, Ellen Lucast, Bill Moore","Indiana, Minnesota, Virginia"
5003,2006-05-17,Final Jeopardy!,BRITISH MONARCHS,None,The last British monarch who was not the child of a monarch,Queen Victoria,"Maria Wenglinsky, Jason Richards, Michael Falk","New York, Maine, Wisconsin"
280,1985-10-04,Final Jeopardy!,BUSINESS AND INDUSTRY,None,Over 1/2 of Fortune 500 and 42% of all N.Y. Stock Exchange companies are incorporated in this state,Delaware,"Linda Alznauer, Susan McGowan, Chuck Forrest","California, California, Michigan"
2992,1997-09-09,Final Jeopardy!,STATE CAPITALS,None,"Its full Spanish name originally meant ""The Royal City of the Holy Faith of Saint Francis of Assisi""","Santa Fe, New Mexico","Betsy Schiltz, Brian Benson, Fred Ramen","North Carolina, Maryland, New York"
