show_number,air_date,round,category,contestant_one_name,contestant_two_name,contestant_three_name,contestant_one_location,contestant_two_location,contestant_three_location
2623,1996-01-17,Final Jeopardy!,THE CALENDAR,Donna Christie,Debby Herzberg Loomis,Bill Dickenson,New Jersey,Texas,Texas
4702,2005-02-01,Final Jeopardy!,19th CENTURY LITERATURE,Anne Shivers,Wes Kovarik,Amy Fletcher,Illinois,California,Ohio
4228,2003-01-08,Final Jeopardy!,U.S. PRESIDENTS,Ian Manka,Nina Garcia,Jacob Collins,Ohio,Virginia,North Carolina
3379,1999-04-22,Final Jeopardy!,THE ENVIRONMENT,Tony Mangaser,Louise Cornish,"Edgar Smith, Jr.",New York,Ontario,Texas
5447,2008-04-22,Final Jeopardy!,POETS,Bill Frank,Katherine Duke,Brett Kirwan,Arizona,New York,Ohio
4212,2002-12-17,Final Jeopardy!,SCIENCE,Tom Lundregan,Catherine Pritchard,Elizabeth Baxter,Virginia,North Carolina,Oklahoma
3392,1999-05-11,Final Jeopardy!,MONEY,Meg Audette,Carolyn Cracraft,Jason McClellan,Florida,California,Texas
5961,2010-07-12,Final Jeopardy!,ACTORS,Saad Hasan,Barbara Gayle,Aaron Wicks,Tennessee,California,New York
3168,1998-05-13,Final Jeopardy!,MUSICAL INNOVATORS,Shane Underwood,Cathy Landers,Bryan Stofferahn,Alabama,California,Iowa
4770,2005-05-06,Final Jeopardy!,FICTIONAL ANIMALS,Jonathan Groff,Ed Schiffer,April McManus,California,California,England
4704,2005-02-03,Final Jeopardy!,BIBLICAL NAMES,Caitlin Cook,Peter Severson,Michael Braun,North Carolina,South Dakota,Maryland
3184,1998-06-04,Final Jeopardy!,1998 BESTSELLERS,Dan Emberley,Joe Mecca,Pam Tyler,"Washington, D.C.",New York,North Carolina
5158,2007-01-31,Final Jeopardy!,BRITISH ROYAL NAMES,Katie McArthur,Nate Metcalf,Cindi Winstead,Washington,Minnesota,Georgia
3680,2000-09-08,Final Jeopardy!,FINAL RESTING PLACES,Carol Vincent,Patrick Burns,Michel Phillips,Virginia,Rhode Island,Georgia
5936,2010-06-07,Final Jeopardy!,METEOROLOGY,Joshua Weiss,Becky Henderson,J.R. Lind,Illinois,Kansas,Tennessee
4234,2003-01-16,Final Jeopardy!,ELEGANT WORDS,Sarah Mauldin,Jonathan Moore,Boyd Morrison,Texas,California,Washington
2633,1996-01-31,Final Jeopardy!,U.S.A.,Michelle Roberts,Mike McCarthy,Bill Sloan,Washington,Virginia,California
2823,1996-12-04,Final Jeopardy!,BASEBALL,Tim Lorch,Curtis Scott,Gay Mollette,New York,Pennsylvania,Michigan
6114,2011-03-24,Final Jeopardy!,19th CENTURY LITERATURE,Connie McClung,Michael Brown,Megan Barnes,Georgia,New York,Maryland
4352,2003-07-01,Final Jeopardy!,THE MOVIES,Tom Guymon,Debbie Lerner,Matt McPherson,California,Massachusetts,California
3629,2000-05-18,Final Jeopardy!,CHIEF JUSTICES OF THE U.S.,Steve Fried,Jeremy Bate,Robin Carroll,Arizona,California,Georgia
3278,1998-12-02,Final Jeopardy!,BRITISH POETS,Rebecca Reis,Alan Bone,Andrew Maly,California,Nebraska,Maryland
3186,1998-06-08,Final Jeopardy!,OLYMPIC TEAMS,Christi Gowen Roberts,Roger Brown,Joe Mecca,Maine,New Jersey,New York
5090,2006-10-27,Final Jeopardy!,NAMES ON THE MAP,Joan Nelson,Gillian Chan,Chris Mazurek,Virginia,Canada,Missouri
4861,2005-10-31,Final Jeopardy!,20th CENTURY REPUBLICANS,Steve Ostini,Maria Wenglinsky,Joey Bland,California,Utah,Illinois
4758,2005-04-20,Final Jeopardy!,LITERARY INSPIRATIONS,Brian Moore,Vinita Kailasanath,Mark Eckard,Texas,California,Massachusetts
4953,2006-03-08,Final Jeopardy!,SHAKESPEARE,Randy Logan,Erin Glover,Alicia Aho,Texas,New York,Washington
3590,2000-03-24,Final Jeopardy!,FUN WITH FIRST FAMILIES,Bryan Marcus,Cecelia Raxter,Donna Malcomb,Alabama,Georgia,Georgia
5929,2010-05-27,Final Jeopardy!,COLONIAL AFRICA,Nancy Williams,Bill Benison,Tom LaPorta,Illinois,Connecticut,Florida
4882,2005-11-29,Final Jeopardy!,SPORTS HISTORY,Deena Banks,Kelly Croissant,Vik Vaz,California,South Dakota,Texas
1296,1990-04-02,Final Jeopardy!,ACTORS & THEIR ROLES,Mark Hinckley,Joel Goldberg,Dan Ritey,Maryland,New Jersey,California
5211,2007-04-16,Final Jeopardy!,BEST PICTURE OSCAR WINNERS,Tricia McKinney,Ryan Hall,Gin Peck,New Jersey,Pennsylvania,New York
3317,1999-01-26,Final Jeopardy!,BROADWAY MUSICALS,Alex Huemer,Tonya Duus,Zach Biggs,California,Ohio,Oregon
3295,1998-12-25,Final Jeopardy!,NAME'S THE SAME,Will Thompson,Scott Speer,Dave Argentar,Tennessee,South Carolina,Illinois
5254,2007-06-14,Final Jeopardy!,FICTION,Ronni Stolzenberg,Heather Williams,Jared Cohen,New York,South Carolina,Pennsylvania
5916,2010-05-10,Final Jeopardy!,ENGLISH LITERARY HISTORY,Patrick Tucker,Liz Murphy,Ryan Chaffee,Missouri,Pennsylvania,California
3011,1997-10-06,Final Jeopardy!,TELEVISION,Ron Gordon,James Fraleigh,Kate Rogers,Georgia,New Jersey,Washington
4938,2006-02-15,Final Jeopardy!,LITERARY ANIMALS,Joseph Graumann,Papa Chakravarthy,David Hoffelmeyer,New Jersey,Kentucky,Missouri
6217,2011-10-04,Final Jeopardy!,EUROPEAN TRAVEL & TOURISM,Megan Johnson,Elaine Ricci,Joon Pahk,Ohio,Texas,Massachusetts
5024,2006-06-15,Final Jeopardy!,THE OSCARS,Maggie Parcells,Doug O'Brien,Craig Westphal,California,Illinois,Arizona
4302,2003-04-22,Final Jeopardy!,MUSICALS,Robin Alvares,Matt Caruso,Sarah Conrad,Pennsylvania,California,South Carolina
5064,2006-09-21,Final Jeopardy!,WORD ORIGINS,Cathleen Charleson,Nick Calton,Sara Terrell,Tennessee,New York,Connecticut
5424,2008-03-20,Final Jeopardy!,PLAGUES & PESTILENCE,Lisa Schumaker,John Martellaro,Kristina Caffrey,Maryland,Kansas,New Mexico
3747,2000-12-12,Final Jeopardy!,AMERICAN SPORTS,Bruce Pickett,Tanya Wade,Cason Butterworth,Massachusetts,Florida,Alabama
5434,2008-04-03,Final Jeopardy!,SPORTS FIRSTS,Rich House,Ellen Lucast,Bill Moore,Indiana,Minnesota,Virginia
5003,2006-05-17,Final Jeopardy!,BRITISH MONARCHS,Maria Wenglinsky,Jason Richards,Michael Falk,New York,Maine,Wisconsin
280,1985-10-04,Final Jeopardy!,BUSINESS AND INDUSTRY,Linda Alznauer,Susan McGowan,Chuck Forrest,California,California,Michigan
2992,1997-09-09,Final Jeopardy!,STATE CAPITALS,Betsy Schiltz,Brian Benson,Fred Ramen,North Carolina,Maryland,New York
4885,2005-12-02,Final Jeopardy!,1950s MOVIE ENSEMBLES,Glenda Niemiec,Michael Levitin,Adam Weinstein,Minnesota,Virginia,Florida
2958,1997-06-11,Final Jeopardy!,THE 1930s,Girish Bhat,Sheri Gravett,Arthur Phillips,Wisconsin,Georgia,Massachusetts
3012,1997-10-07,Final Jeopardy!,THE BIBLE,Yolanda Diaz,Diane Shafer,James Fraleigh,Georgia,Virginia,New Jersey
110,1985-02-08,Final Jeopardy!,THE ZODIAC,Ted Brown,Pat Gaynor,Tony Hess,Colorado,California,Ohio
3573,2000-03-01,Final Jeopardy!,ARLINGTON NATIONAL CEMETERY,Susan Caylor,Gregory Cameron,Jeff Gregory,Georgia,California,Georgia
1199,1989-11-16,Final Jeopardy!,UNREAL ESTATE,Rich Lerner,Brian Wangsgard,Tom Cubbage,American Samoa,Utah,Oklahoma
4601,2004-09-13,Final Jeopardy!,COUNTRY NAMES,Bruce England,Dana Dolan,Ken Jennings,California,Georgia,Utah
4852,2005-10-18,Final Jeopardy!,ACADEMY AWARD NOMINATIONS,Kim Strassburger,Dominic Owen-Williams,Melissa Prepster,California,Canada,Texas
5063,2006-09-20,Final Jeopardy!,IN THE NEWS 2006,Nick Calton,Alexandra Petri,Sara Terrell,New York,Wisconsin,Connecticut
1286,1990-03-19,Final Jeopardy!,THE CALENDAR,Ken Sarajian,Mary Beth Smalley,Mark Shrager,New Jersey,New York,California
5835,2010-01-15,Final Jeopardy!,BUSINESS,Joan Radell,Roddy Arz,Jason Zollinger,Pennsylvania,New York,New York
1308,1990-04-18,Final Jeopardy!,13-LETTER WORDS,Bette Greenfield,Dave McCarthy,Liz Barnea,New Jersey,Illinois,Montana
5351,2007-12-10,Final Jeopardy!,LANDMARKS,Marc Rusconi,Kate Sundeen,Jenn Cannon,New York,Pennsylvania,Michigan
5356,2007-12-17,Final Jeopardy!,19th CENTURY NAMES,Erin Holm,Kevin Holbert,Max Zarou,Minnesota,New York,California
5801,2009-11-30,Final Jeopardy!,POLITICAL NONFICTION,Kimberly Jantz,Leigh-Anne Marcellin,Jody Allen,Oklahoma,Virginia,New York
3328,1999-02-10,Final Jeopardy!,MUSICALS AROUND THE WORLD,Juliet Wiley,David Bagley,Pat Healy,Texas,California,California
1685,1991-12-20,Final Jeopardy!,THEATRE,Kurt Kroboth,Bruce Higginbotham,India Cooper,Wisconsin,Texas,Colorado
5490,2008-06-20,Final Jeopardy!,19th CENTURY SCIENCE,Matt Phillips,Doris Nash,Dave Simpson,Pennsylvania,Iowa,Maryland
4805,2005-06-24,Final Jeopardy!,RULERS,Morgan Chase,Steve Clark,Brandy Shattuck,New Hampshire,Michigan,Michigan
3394,1999-05-13,Final Jeopardy!,STATE CAPITALS,Carolyn Cracraft,Katie King,Josh Levy,California,West Virginia,Maryland
5502,2008-07-08,Final Jeopardy!,AMERICAN AUTHORS,Arianna Kelly,Fred Henn,Aaron Schroeder,Massachusetts,Pennsylvania,"Washington, D.C."
4568,2004-06-16,Final Jeopardy!,FAMOUS PRODUCTS,Josh Thorpe,Patricia Davis,Ken Jennings,Georgia,California,Utah
5742,2009-07-21,Final Jeopardy!,BOOKS INSPIRED BY HISTORY,Sarah Linn,Brent Philyaw,Stefan Goodreau,California,Georgia,California
5096,2006-11-06,Final Jeopardy!,AUTHORS,Jeff Spoeri,Shane McCune,Dave Meddish,Florida,Canada,Idaho
3086,1998-01-19,Final Jeopardy!,BESTSELLERS,Jack Gray,Margaret Garnett,Drew Reid,California,New York,Tennessee
5547,2008-10-21,Final Jeopardy!,PRESIDENTIAL FIRSTS,Eli Edwards,Mike Maheu,Meredith Robbins,California,California,New York
5884,2010-03-25,Final Jeopardy!,U.S. TOURISM,Sean Burns,Susan Malmo,Regina Robbins,Pennsylvania,Arizona,New York
4881,2005-11-28,Final Jeopardy!,HERALDIC SYMBOLS,Vik Vaz,Beth Doner,Bill MacDonald,Texas,Michigan,Florida
5482,2008-06-10,Final Jeopardy!,COLONIAL PEN NAMES,Danny Whitehurst,Emily Ochoa,Donna Vogel,Florida,Idaho,Maryland
3931,2001-10-08,Final Jeopardy!,RELIGION,Brandon Ferris,Kathy Widmayer,Rod Sanders,New Hampshire,New Jersey,Texas
3321,1999-02-01,Final Jeopardy!,SPORTS,Jenn Reilly,David Tate,Paul Reisser,Massachusetts,Virginia,California
5705,2009-05-29,Final Jeopardy!,THE ACADEMY AWARDS,Robert Kennedy,John Mariz,Justin Bernbach,New York,Maryland,New York
6110,2011-03-18,Final Jeopardy!,THE PRESIDENCY,Duncan Stewart,Christine Varnado,Tom Kunzen,Canada,Mississippi,Florida
735,1987-11-13,Final Jeopardy!,THE CABINET,Roger Storm,Doug Molitor,John Ryan,Ohio,California,California
4554,2004-05-27,Final Jeopardy!,LONGFELLOW,Andy Yermack,M'Liss Moore,Anne Boyd,New York,Hawaii,California
5442,2008-04-15,Final Jeopardy!,WORLD LEADERS,Chris Zane,Bethany Grenald,Drew Beechum,Maryland,Pennsylvania,California
3183,1998-06-03,Final Jeopardy!,19th CENTURY AMERICA,John Chapman,Pam Tyler,Adele Odegard,Missouri,North Carolina,Virginia
3928,2001-10-03,Final Jeopardy!,TRANSPORTATION,Kathryn Masters,Rod Sanders,Jeff Rhodes,Massachusetts,Texas,Georgia
2906,1997-03-31,Final Jeopardy!,SECRETARIES OF STATE,Paul Roder,Tom Utterback,Spencer Parker,New Jersey,Washington,New Jersey
5534,2008-10-02,Final Jeopardy!,MODERN MONARCHIES,Jenny Caplan,Erik Nelson,Wes Pierce,New York,Massachusetts,California
3608,2000-04-19,Final Jeopardy!,ENGLISH,Lynda Aue,Paul Cheng,Jason Karpf,New Jersey,Iowa,California
5604,2009-01-08,Final Jeopardy!,MUSICAL THEATRE,Erik Townsend,Kori Tyler,Ranjan Ramchandani,New Hampshire,Tennessee,Texas
4150,2002-09-20,Final Jeopardy!,HISTORIC OBJECTS,Mike Scott,David McIntyre,Josh Charnin-Aker,Illinois,California,Florida
4196,2002-11-25,Final Jeopardy!,POTENT POTABLES,Todd Nacey,Faith Love,Matthew Temple,California,Maryland,California
4282,2003-03-25,Final Jeopardy!,20th CENTURY PRESIDENTS,Freya Wolke,Luis Cordon,Shawn Wilson,Massachusetts,Connecticut,California
2050,1993-07-02,Final Jeopardy!,LANGUAGES,Allen Collins,Christine Quinones,Camille Calman,Pennsylvania,New York,New York
4853,2005-10-19,Final Jeopardy!,AMERICANA,Katie Miltich,Steve O'Connor,Dominic Owen-Williams,Pennsylvania,Illinois,Canada
4468,2004-01-28,Final Jeopardy!,LATIN LINGO,Elizabeth Fricker,Rob Poodiack,Lili Williams,Georgia,Vermont,California
3792,2001-02-13,Final Jeopardy!,FRENCH NOVELISTS,Ott Sandrak,Firat Isbecer,Robin Carroll,Estonia,Turkey,Georgia
3769,2001-01-11,Final Jeopardy!,WOMEN IN SPORTS,Nancy Olinger,Justin Dawes,Michael Arnone,Texas,Oregon,New Jersey
4835,2005-09-23,Final Jeopardy!,MILITARY TRADITIONS,Heather Pharo,Andrew Segal,Deborah Slattery,New Jersey,Canada,Louisiana
3622,2000-05-09,Final Jeopardy!,FAMOUS WOMEN,Chacko George,Helen Petroff,Steve Fried,Louisiana,California,Arizona
5269,2007-07-05,Final Jeopardy!,MEDICAL HISTORY,Tim Abou-Sayed,Judy Moss,Holly Owens,Florida,New Jersey,Oklahoma
1252,1990-01-30,Final Jeopardy!,EUROPE,Nancy Austin,Bill Forman,Terry Ragazzini,Maryland,Pennsylvania,Connecticut
6160,2011-05-27,Final Jeopardy!,U.S. CITIES,Monica Iyer,Renee Huff,Chloe Horning,New York,Maryland,Washington
2851,1997-01-13,Final Jeopardy!,U.S. GOVERNMENT,Scott Miskimon,Marlene Reiss,Paul Gutowski,North Carolina,New York,Illinois
3759,2000-12-28,Final Jeopardy!,TOY SAFETY,Matthew Cohn,Jennifer Gilbert,William Coats,Florida,Virginia,Oklahoma
5812,2009-12-15,Final Jeopardy!,NORTH AMERICAN BIRDS,Naomi Schwer Bricker,Saif Rathore,Jennifer Montgomery,New York,Connecticut,California
5035,2006-06-30,Final Jeopardy!,CHILDREN'S AUTHORS,Susannah Jacobson,Jeff Knorr,Jennifer Casey,Wisconsin,New York,California
3892,2001-07-03,Final Jeopardy!,THE EMMYS,Carol Arlia,Reagan Upshaw,Kevin Keach,New York,New York,Missouri
3825,2001-03-30,Final Jeopardy!,CARTOON CHARACTERS,Betty Cohn,Sean Burton,Bob Fleenor,New York,Virginia,West Virginia
4781,2005-05-23,Final Jeopardy!,IMAGES OF AMERICA,Ken Jennings,Brad Rutter,Jerome Vered,Utah,Pennsylvania,California
5804,2009-12-03,Final Jeopardy!,SHAKESPEARE'S WOMEN,Emily Brown,Todd Ryan,Dave Belote,Rhode Island,Florida,Las Vegas
3766,2001-01-08,Final Jeopardy!,1999 ART NEWS,Rich Jacobs,Valerie Williamson,Adam Taxin,Florida,"Washington, D.C.",Pennsylvania
3471,1999-10-11,Final Jeopardy!,FAMOUS SCANDINAVIANS,Harold Brown,Becky Bowles,Paul McGonagle,New York,Kentucky,Illinois
4976,2006-04-10,Final Jeopardy!,MEMORIALS,John Dickas,Van Tarpley,William Lee,Oregon,California,California
4284,2003-03-27,Final Jeopardy!,BESTSELLING AUTHORS,Barbara Long,Jeff Thompson,Luis Cordon,North Carolina,Illinois,Connecticut
5774,2009-10-22,Final Jeopardy!,U.S. SCIENCE CITIES,Randie Kim,Paul Christiansen,Jen McFann,California,Maine,New York
4161,2002-10-07,Final Jeopardy!,MOVIE MUSIC,Kris Markman,Steve Dalzell,Mark Brown,Texas,"Washington, D.C.",Arizona
5663,2009-04-01,Final Jeopardy!,BETTING TERMS,Judy Shulman,Daniel Stauss,Heather Menzel,New York,Washington,North Carolina
4687,2005-01-11,Final Jeopardy!,ENGLISH ROYALTY,Alex Rubington,Jonathan Henke,Joshua Allen,Massachusetts,California,California
4913,2006-01-11,Final Jeopardy!,NEWSMAKERS,Bryan Adams,Mary Keefe,Kevin Marshall,California,Minnesota,Louisiana
2785,1996-10-11,Final Jeopardy!,ART,Sally White,John Sirk,Kathy Robbins,California,Virginia,Colorado
6206,2011-09-19,Final Jeopardy!,AMERICAN WRITERS,Jane Stimpson,Glenn Edwards,Justin Sausville,Texas,New York,Maryland
2819,1996-11-28,Final Jeopardy!,ENGLISH ROYALTY,Michael Daunt,Mike Dupée,Bob Scarpone,Canada,Florida,New Jersey
6051,2010-12-27,Final Jeopardy!,LANGUAGES OF EUROPE,Ryan Vogt,Andrea Barnes,Marissa Goldsmith,Texas,Pennsylvania,Virginia
2829,1996-12-12,Final Jeopardy!,U.S. PRESIDENTS,Stephen Gorin,Sandy Siegel,Jeff Punim,California,California,California
4148,2002-09-18,Final Jeopardy!,THE 7 ANCIENT WONDERS,Gracie Studdard,Jimmy McKew,Kunle DeMuren,Georgia,Maine,Virginia
3515,1999-12-10,Final Jeopardy!,CLASSIC TELEVISION,Darlene Lieblich,Mike Bartley,Clif Bailey,California,Wisconsin,Texas
5365,2007-12-28,Final Jeopardy!,U.S. STATES,Heather Doyle,Theo Arnold,Dan Pawson,Missouri,California,Massachusetts
3530,1999-12-31,Final Jeopardy!,TODAY'S SPORTS STARS,Shala Carlson,Brian Reidy,Jack Archey,Louisiana,Massachusetts,California
3617,2000-05-02,Final Jeopardy!,BUSINESS & INDUSTRY,Rosemary Wiseman,Dan Felsenheld,Alan Taber,Florida,Virginia,California
3648,2000-06-14,Final Jeopardy!,AIRPORT CODES,Allen Tatman,Mary Friedman,Steven Silver,Missouri,California,Illinois
5554,2008-10-30,Final Jeopardy!,INVENTORS,Phil Fernandez,Jen Weaver,Carl Brandt,California,Maryland,Pennsylvania
5984,2010-09-23,Final Jeopardy!,POETRY,Kara Spak,DJ Schepker,Russ Porter,Illinois,Kansas,Washington
5653,2009-03-18,Final Jeopardy!,ELVIS PRESLEY,Donna Vogel,Matt Kohlstedt,Dan Pawson,Maryland,Illinois,Massachusetts
3208,1998-07-08,Final Jeopardy!,THE WINTER OLYMPICS,Julie O'Keefe,Graham Blake,Dan Girard,New Jersey,Texas,California
5683,2009-04-29,Final Jeopardy!,THE U.S. MONEY MAP,Pat Miller,Julio Alvarez,Liz Murphy,Florida,California,Pennsylvania
4563,2004-06-09,Final Jeopardy!,FICTIONAL CHARACTERS,Anne Fritz,Kevin Stanley,Ken Jennings,Tennessee,Georgia,Utah
3147,1998-04-14,Final Jeopardy!,WORLD CITIES,Jane Preston,Sam Harley,Phil Ray,Wisconsin,California,Kentucky
4338,2003-06-11,Final Jeopardy!,SCIENTIFIC THEORIES,Ray Burns,Tara Gallagher,Donna Duessel,Wyoming,Washington,Connecticut
5218,2007-04-25,Final Jeopardy!,INTERNATIONAL AUTHORS,Zelda Nash,Misha Dashevsky,Laura Wimberley,Hawaii,Minnesota,Delaware
5953,2010-06-30,Final Jeopardy!,RUSSIAN COMPOSERS,Cara Colville,Jeff Gordon,Steven Milton,Texas,Arkansas,California
6252,2011-11-22,Final Jeopardy!,U.S. MONEY MATH,Abby Drwecki,Peter Jury,Francis Lansangan,Colorado,Connecticut,Virginia
4124,2002-07-04,Final Jeopardy!,CONTEMPORARY WOMEN,Ted Hsu,Ellen Di Giosia,Jeff Goldfarb,Georgia,Texas,New York
6122,2011-04-05,Final Jeopardy!,BARTLETT'S FAMILIAR QUOTATIONS,Cindy Peterson,Cory Biggs,Christopher Short,Illinois,Arkansas,Indiana
6195,2011-07-15,Final Jeopardy!,TRADEMARKS,Aric Wu,Mark Runsvold,Kathleen Lee,California,Idaho,California
4495,2004-03-05,Final Jeopardy!,BOOKS,Beth Graham,Phil York,Matt Fisher,Texas,Virginia,Indiana
3453,1999-09-15,Final Jeopardy!,FAMOUS NOVELS,Victor Aguilar,Crystal Reed,Kathy Vanderford,Texas,Florida,South Carolina
5204,2007-04-05,Final Jeopardy!,PRESIDENTIAL ELECTIONS,Kelly Knight,Ron Grant,Rita Schwab-Parcel,Indiana,South Carolina,South Dakota
6054,2010-12-30,Final Jeopardy!,MUSIC & MOVIE SUPERSTARS,Matt Creamer,Whitney Manzo,Ellen Kimmel,New York,Texas,New York
6020,2010-11-12,Final Jeopardy!,DOCUMENTS,Sam Spaulding,Katie Singh,Amanda J. Ray,North Carolina,Texas,Virginia
5510,2008-07-18,Final Jeopardy!,CHARACTERS IN SHAKESPEARE,Chris Tom,Mark Wales,Daria Labinsky,California,New York,New Mexico
4645,2004-11-12,Final Jeopardy!,ON THE GLOBE,Matt Bushell,Kelley Burd,Larry Marshall,Connecticut,West Virginia,Missouri
4759,2005-04-21,Final Jeopardy!,20th CENTURY ASIA,Jerome Vered,Sean Ryan,Leah Greenwald,California,Pennsylvania,Massachusetts
4501,2004-03-15,Final Jeopardy!,THE 1960s,Sue Shelly,Steve Reynolds,Ellie O'Donnell,Pennsylvania,Oklahoma,Illinois
4575,2004-06-25,Final Jeopardy!,MEDICINE,Michael Cudahy,Chris Edwards,Ken Jennings,California,California,Utah
4709,2005-02-10,Final Jeopardy!,LEGAL TERMS,John Genova,Rachael Schwartz,Michael Rankins,California,"Washington, D.C.",California
4677,2004-12-28,Final Jeopardy!,8-LETTER WORDS,Dan Suzman,Laurie Genevro Cole,Aaron Thompson,Maryland,Virginia,"Washington, D.C."
5178,2007-02-28,Final Jeopardy!,PLAY & FILM TITLES,Rosanna Cavallaro,Robert Ashley,Marc Spraragen,Massachusetts,California,California
5000,2006-05-12,Final Jeopardy!,ISLANDS,Nico Martinez,Bill MacDonald,Tom Kavanaugh,Michigan,Florida,Missouri
4079,2002-05-02,Final Jeopardy!,2001 NEWS,Kate Waits,Brad Rutter,Claudia Perry,Oklahoma,Pennsylvania,New Jersey
4902,2005-12-27,Final Jeopardy!,INVENTORS,Sharon Dorsey,Rex Babiera,Peter Rubin,Pennsylvania,Illinois,New York
3015,1997-10-10,Final Jeopardy!,MUSEUMS,Doug Kornreich,Darlyne Delaney,Dylan Armstrong,Virginia,Illinois,Connecticut
5734,2009-07-09,Final Jeopardy!,MUSIC WORDS,Daphna Atias,Tyler Crosby,Alyssa McRae,Michigan,New York,Pennsylvania
4800,2005-06-17,Final Jeopardy!,AUTHORS,Jeff Magee,Donna Brutkoski,Kammy McCleery,New Jersey,Vermont,Kentucky
6256,2011-11-28,Final Jeopardy!,16th CENTURY NAMES,Patti Clements,Clayton Hanson,Kendra Anspaugh,Pennsylvania,Washington,Louisiana
1376,1990-09-03,Final Jeopardy!,EARLY MAN,Debra Winthrop,Peter Bedrossian,Michael Goldwitz,Connecticut,New York,California
3922,2001-09-25,Final Jeopardy!,POP MUSIC,Eric Webb,Aki Terasaki,Whitney Dearden,Texas,Delaware,Pennsylvania
3424,1999-06-24,Final Jeopardy!,RECENT MOVIES,Karin Travers,Kevin Fielder,Terry Currin,Massachusetts,California,Michigan
2905,1997-03-28,Final Jeopardy!,FILMS OF THE '30s,Michael Cahill,George Miller,Spencer Parker,New York,Massachusetts,New Jersey
4627,2004-10-19,Final Jeopardy!,U.S. GEOGRAPHY,Emily Riippa,Nithya Kubendran,Jake Houser,Michigan,California,California
5131,2006-12-25,Final Jeopardy!,HOLY PLACES,David Mayer,Glenn Woertz,Steve Unite,Pennsylvania,New Jersey,California
3163,1998-05-06,Final Jeopardy!,WORLD LEADERS,Adia Benton,Bryan Stofferahn,Claire Ogilvie,South Carolina,Iowa,Connecticut
5371,2008-01-07,Final Jeopardy!,MIDWEST TOPOGRAPHY,Allen Riedel,Nicole Steeves,Dan Pawson,California,Illinois,Massachusetts
3535,2000-01-07,Final Jeopardy!,YANKEE STADIUM HISTORY,Jeff Robinson,Justin T. Bradford,"Jr., Mike Monday",California,California,Wisconsin
11,1984-09-24,Final Jeopardy!,TITLED HEADS,Dan Fuller,Mary Bowers,Eric Grove,Ohio,California,California
4905,2005-12-30,Final Jeopardy!,RIVERS,Lauren Dean,Robert Bethard,Tom Kavanaugh,Maryland,North Carolina,Missouri
3772,2001-01-16,Final Jeopardy!,BUSINESS BIGGIES,Vaughan Williams,Dawn Frank,C.W. Van Baale,Virginia,"Washington, D.C.",Illinois
5354,2007-12-13,Final Jeopardy!,AFRICAN RIVERS,Chris McCarthy,Rebecca Watt,Martha Rothman,Massachusetts,Virginia,New Jersey
5121,2006-12-11,Final Jeopardy!,CABLE TELEVISION,Robin Pelkey,John Gershkoff,Christian Haines,Hawaii,Florida,Virginia
5712,2009-06-09,Final Jeopardy!,SIGNS OF THE TIMES,Tony Terry,Kate Bilo,Baltazar Pinedo,Florida,Pennsylvania,California
2967,1997-06-24,Final Jeopardy!,GEOGRAPHY,Paul Slota,Cris Molles,Lynda Pinnington,California,California,Ontario Canada
6229,2011-10-20,Final Jeopardy!,TOP OF THE POP CHARTS,Jay Peterson,Jessie Christensen,Lloyd Caesar,New Jersey,Utah,New York
5830,2010-01-08,Final Jeopardy!,AUTHORS,Susan Poliniak,Vaughn Sandman,Andrea Saenz,New York,Pennsylvania,Massachusetts
